timestamp,url,link_type,markdown_summary
2026-04-18T20:03:03.513038,http://takechargeva.com/business/default.aspx,Main Link,"## Appalachian Power
**Source:** http://takechargeva.com/business/default.aspx
**Type:** Main Link
**Summary:** 

### Business Energy Solutions
- **Eligibility:** Serves about 1 million customers in West Virginia, Virginia and Tennessee.
- **Sector:** Commercial

### Small Business Direct Install Program
- **Sector:** Commercial
"
2026-04-18T20:03:35.202049,http://depsc.delaware.gov/electric.shtml,Main Link,"## Delaware Public Service Commission
**Source:** http://depsc.delaware.gov/electric.shtml
**Type:** Main Link
**Summary:** 

### Electric Choice
- **Type:** Customer Electric Choice
- **Eligibility:** Customers of the Delaware Electric Cooperative and Delmarva Power may now have a choice in which company will provide their electric energy supply (distribution of electric will still remain with the respective utility)
- **Sector:** ['Residential', 'Commercial']

### Delmarva Power Integrated Resource Plan
- **Type:** Integrated Resource Plan
- **Eligibility:** Not explicitly stated
- **Sector:** ['Residential', 'Commercial']
- **Notes:** Submission is required by 26 Del. C. §1007(c) (1)
"
2026-04-18T20:03:45.716919,http://bcapcodes.org/code-status/state/mississippi/,Main Link,"## Unknown Utility
**Source:** http://bcapcodes.org/code-status/state/mississippi/
**Type:** Main Link
**Summary:** 

### Energy Code in Mississippi
- **Type:** Code Enforcement
- **Eligibility:** Commercial and state-owned buildings, Residential structures (optional)
- **Sector:** ['Commercial', 'Residential']

### Approved Compliance Tools
- **Type:** Free Software
- **Eligibility:** Buildings in Mississippi, specifically for energy code compliance and structural calculations
- **Sector:** ['Commercial', 'Residential']
"
2026-04-18T20:03:55.829669,http://energy.maryland.gov/govt/Pages/smartenergycommunities.aspx,Main Link,"## Maryland Energy Administration (MEA)
**Source:** http://energy.maryland.gov/govt/Pages/smartenergycommunities.aspx
**Type:** Main Link
**Summary:** 

### Local Government Energy Modernization Program (L-GEM)
- **Type:** Grant
- **Financial Details:** $64 million total: $50 million anticipated for planning activities and renewable energy projects, $10 million anticipated for energy efficiency projects, $4 million anticipated for electrification projects
- **Eligibility:** Only incorporated towns, cities, and counties of Maryland may apply. Counties that apply for AOI1 are not eligible to apply for AOI2 or AOI3.
- **How to Apply:** Application Deadline: 5:00 P.M. ET, December 5, 2025; interested applicants should check the kick-off webinar and FAQ document on the MEA website
- **Sector:** Residential, Commercial, Industrial, Agricultural
- **Notes:** Program closed; one-time grant opportunity for local governments to support clean energy projects
"
2026-04-18T20:04:05.504451,http://wellesleyma.gov/799/Energy-Efficiency-Rebates,Main Link,"## Wellesley Municipal Light Plant (WMLP)
**Source:** http://wellesleyma.gov/799/Energy-Efficiency-Rebates
**Type:** Main Link
**Summary:** 

### Electrification and Efficiency Rebates
- **Type:** Rebate
- **Financial Details:** $100, $250, $500, up to $1,500, up to $2,000, up to $3,000
- **Eligibility:** Wellesley residents with active electric accounts in good standing; new construction projects ineligible; National Grid gas customers not eligible for WMLP rebates for certain equipment
- **How to Apply:** Online form or mail-in PDF version with supporting documentation (receipt or invoice, yellow Energy Guide label)
- **Sector:** Residential, Commercial, Industrial
- **Notes:** Update Effective 1/1/26: 75% up to $2,000; 75% up to $3,000 if weatherization is completed within 6 months of installing a qualifying whole-home heat pump system

### Heat Pump Program
- **Type:** Rebate
- **Eligibility:** Wellesley residents with active electric accounts in good standing; new construction projects ineligible
- **How to Apply:** Link to online form or mail-in PDF version
- **Sector:** Residential, Commercial, Industrial

### Bring Your Own Charger (BYOC) Program
- **Type:** Rebate
- **Financial Details:** $250; $125 for EV chargers purchased 1/1/26 or later
- **Eligibility:** Wellesley residents with active electric accounts in good standing; National Grid gas customers eligible
- **Sector:** Residential, Commercial, Industrial

### MassSave Rebates (referenced on WMLP page)
- **Type:** Rebate
- **Eligibility:** National Grid gas customers eligible for rebates and not WMLP rebates; new construction projects ineligible
- **How to Apply:** Link to online form or mail-in PDF version
- **Sector:** Residential, Commercial, Industrial
"
2026-04-18T20:04:21.786438,http://mmpa.org/conservation/we-save-business/,Main Link,"## Minnesota Municipal Power Agency
**Source:** http://mmpa.org/conservation/we-save-business/
**Type:** Main Link
**Summary:** Page not found, links to various MMPA programs and resources

### We Save Business
- **Eligibility:** available only to communities served by MMPA, tips to save energy at home
- **How to Apply:** not specified
- **Sector:** Commercial
- **Notes:** tips and resources for businesses

### Hometown Solar Grant Program
- **Financial Details:** $50,000 to $100,000 grants available annually
- **Eligibility:** available to communities served by MMPA, must have an active energy plan with MMPA
- **How to Apply:** submit application through energy-education program
- **Sector:** Residential
- **Notes:** grant funding for solar projects in participating communities
"
2026-04-18T20:04:30.679429,http://greenbank.ny.gov/,Main Link,"## NY Green Bank, NYSERDA
**Source:** http://greenbank.ny.gov/
**Type:** Main Link
**Summary:** 

### Unnamed Program
- **Type:** Low-Interest Loan
- **Financial Details:** $221 million committed to clean energy projects
- **Eligibility:** Developers, property owners, service providers, and investors working on clean energy and renewable infrastructure in New York State
- **How to Apply:** Apply for Financing [https://greenbank.ny.gov/Investment-Opportunities/Open-Solicitations]
- **Sector:** ['Residential', 'Commercial', 'Industrial']

### Unnamed Program
- **Type:** Revolvers, Predevelopment, Interconnection, and Construction-to-Term Loans
- **Financial Details:** $2.6+ billion committed to clean and renewable energy
- **How to Apply:** Apply for Financing [https://greenbank.ny.gov/Investment-Opportunities/Open-Solicitations]
- **Sector:** ['Residential', 'Commercial', 'Industrial']

### Deal Spotlight: Good Carbon Co.
- **Type:** Grant
- **Financial Details:** $31 million commitment to finance all-electric, affordable multifamily housing in Buffalo
- **Eligibility:** Developers and property owners working on clean energy and renewable infrastructure projects in New York State
- **Sector:** ['Residential']
"
2026-04-18T20:04:42.860877,http://pge.com/en/save-energy-and-money/energy-saving-programs/energy-efficiency-programs-for-businesses/energy-efficiency-financing.html,Main Link,"## Pacific Gas and Electric Company (PG&E)
**Source:** http://pge.com/en/save-energy-and-money/energy-saving-programs/energy-efficiency-programs-for-businesses/energy-efficiency-financing.html
**Type:** Main Link
**Summary:** 

### Energy Efficiency Financing
- **Type:** low-interest loan
- **Eligibility:** commercial customers only, must be an active customer
- **How to Apply:** contact PG&E for more information or to apply
- **Sector:** Commercial

### Residential Energy Efficiency Financing
- **Type:** on-bill financing
- **Financial Details:** $1,200 to $50,000
- **Eligibility:** residential customers only, must be an active customer
- **How to Apply:** contact PG&E for more information or to apply
- **Sector:** Residential

### CARE Program
- **Type:** low-income assistance
- **Eligibility:** low-income customers only, must meet income requirements
- **How to Apply:** contact PG&E for more information or to apply
- **Sector:** Residential

### Medical Baseline Program
- **Type:** medical assistance
- **Eligibility:** customers with medical conditions, must meet requirements
- **How to Apply:** contact PG&E for more information or to apply
- **Sector:** Residential

### PG&E Rebates
- **Type:** rebate
- **Eligibility:** residential customers only, must purchase eligible equipment
- **How to Apply:** apply online or through mail-in form
- **Sector:** Residential
"
2026-04-18T20:04:56.924274,http://puc.nv.gov/Renewable_Energy/Portfolio_Standard/,Main Link,"## Public Utilities Commission of Nevada
**Source:** http://puc.nv.gov/Renewable_Energy/Portfolio_Standard/
**Type:** Main Link
**Summary:** 

### Unnamed Program
- **Type:** Renewable Portfolio Standard
- **Financial Details:** 50%
- **Notes:** The percentage of renewable energy required by the RPS will increase at a scheduled rate until it reaches 50% in 2030.

### Energy Efficiency Measures
- **Type:** Energy Efficiency Program
- **Financial Details:** up to 10%
- **Eligibility:** 50% must come from energy efficiency measures installed at residential customer service locations
- **Sector:** Residential, Commercial
"
2026-04-18T20:05:06.027545,http://energy.gov/lpo/loan-programs-office,Main Link,"## U.S. Department of Energy
**Source:** http://energy.gov/lpo/loan-programs-office
**Type:** Main Link
**Summary:** The U.S. Department of Energy provides various programs and services for the development and use of energy resources in the United States.

### Strategic Petroleum Reserve (SPR) Program
- **Eligibility:** Emergency fuel reserves to support national energy security.

### Energy Innovation Program
- **Eligibility:** Driving research and development to shape the future of energy systems and technologies.

### Affordable Energy for Consumers Program
- **Eligibility:** Promoting access to reliable and cost-effective energy for households and businesses.
- **Sector:** ['Residential', 'Commercial']

### Energy Exports Program
- **Eligibility:** Supporting global energy markets through U.S. energy production and trade.
- **Sector:** ['Commercial']

### Energy Reliability Program
- **Eligibility:** Ensuring consistent and dependable energy delivery across the nation.
- **Sector:** ['Residential', 'Commercial']

### Energy Infrastructure Program
- **Eligibility:** Strengthening and modernizing the systems that produce, deliver, and store energy.
- **Sector:** ['Residential', 'Commercial']

### Hydrocarbons and Geothermal Energy Office Program
- **Eligibility:** Managing programs that support energy production, efficiency, and delivery.
- **Sector:** ['Residential', 'Commercial']
"
2026-04-18T20:05:22.628897,http://energytrust.org/commercial,Main Link,"## EnergyTrust
**Source:** http://energytrust.org/commercial
**Type:** Main Link
**Summary:** 

### Residential Improvements
- **Type:** rebate, incentive
- **Financial Details:** $500 to $2,000
- **Eligibility:** residential properties in Oregon and Southwest Washington
- **How to Apply:** online portal through EnergyTrust website
- **Sector:** Residential

### Analyze
- **Type:** energy assessment, incentive
- **Financial Details:** $0 to $2,000
- **Eligibility:** residential properties in Oregon and Southwest Washington
- **How to Apply:** online portal through EnergyTrust website
- **Sector:** Residential

### New Homes
- **Type:** incentive, design assistance
- **Financial Details:** $500 to $10,000
- **Eligibility:** builders and owner-builders planning energy-efficient new homes in Oregon
- **How to Apply:** online portal through EnergyTrust website
- **Sector:** Residential

### Solar + Storage
- **Type:** rebate, incentive
- **Financial Details:** $500 to $10,000
- **Eligibility:** residential properties in Oregon and Southwest Washington
- **How to Apply:** online portal through EnergyTrust website
- **Sector:** Residential

### Equipment Upgrades + Retrofits
- **Type:** rebate, incentive
- **Financial Details:** $500 to $50,000
- **Eligibility:** commercial properties of all types and sizes in Oregon and Washington
- **How to Apply:** online portal through EnergyTrust website
- **Sector:** Commercial

### New Construction + Major Renovations
- **Type:** incentive, design assistance
- **Financial Details:** $500 to $100,000
- **Eligibility:** commercial properties of all types and sizes in Oregon and Washington
- **How to Apply:** online portal through EnergyTrust website
- **Sector:** Commercial

### Incentives for Existing Buildings
- **Type:** rebate, incentive
- **Financial Details:** $500 to $50,000
- **Eligibility:** commercial properties of all types and sizes in Oregon and Washington
- **How to Apply:** online portal through EnergyTrust website
- **Sector:** Commercial

### Equipment Upgrades + Retrofits for Multifamily Properties
- **Type:** rebate, incentive
- **Financial Details:** $500 to $50,000
- **Eligibility:** multifamily properties of all types and sizes in Oregon and Washington
- **How to Apply:** online portal through EnergyTrust website
- **Sector:** Multifamily

### New Construction & Major Renovations for Multifamily Properties
- **Type:** incentive, design assistance
- **Financial Details:** $500 to $100,000
- **Eligibility:** multifamily properties of all types and sizes in Oregon and Washington
- **How to Apply:** online portal through EnergyTrust website
- **Sector:** Multifamily
"
2026-04-18T20:05:43.539821,http://energy.maryland.gov/business/Pages/incentives/empowermdcigp.aspx,Main Link,"## Maryland Energy Administration
**Source:** http://energy.maryland.gov/business/Pages/incentives/empowermdcigp.aspx
**Type:** Main Link
**Summary:** 

### Commercial & Industrial Grant Program
- **Type:** grant
- **Financial Details:** $8,800,000 program budget
- **Eligibility:** commercial and industrial facilities; existing or new construction; facilities used predominantly by low income populations receive 100% project cost reimbursement
- **How to Apply:** application deadline is January 30 for FY26 (September 2026 for FY27); MEA received 58 FY26 C&I applications, evaluation and scoring are complete; awards will be issued to top-scoring applications until program budget is depleted
- **Sector:** ['Commercial', 'Industrial']
"
2026-04-18T20:05:52.358876,http://energy.nv.gov/Programs/Renewable_Energy_Tax_Abatements/,Main Link,"## Nevada Governor's Office of Energy
**Source:** http://energy.nv.gov/Programs/Renewable_Energy_Tax_Abatements/
**Type:** Main Link
**Summary:** 

### Renewable Energy Tax Abatement program
- **Type:** tax abatement
- **Financial Details:** partial sales and use tax and partial property-tax abatements
- **Eligibility:** eligible renewable energy facilities, no specific customer type mentioned
- **How to Apply:** staff reviews the abatement applications, conducts public hearings to determine eligibility, and reviews annual compliance audits after abatements have been granted
- **Sector:** ['Commercial', 'Industrial']
"
2026-04-18T20:06:00.473672,http://dor.wa.gov/content/findtaxesandrates/bandotax,Main Link,"## Washington Department of Revenue
**Source:** http://dor.wa.gov/content/findtaxesandrates/bandotax
**Type:** Main Link
**Summary:** 

### Tax incentives
- **Type:** tax incentive

### Business & occupation tax
- **Type:** business and occupation tax
- **Sector:** ['Commercial', 'Industrial']

### Retail sales tax
- **Type:** retail sales tax
- **Sector:** ['Commercial']
"
2026-04-18T20:06:10.542129,http://dor.wa.gov/Content/FindTaxesAndRates/TaxIncentives/IncentivePrograms.aspx#Energy,Main Link,"## Washington Department of Revenue
**Source:** http://dor.wa.gov/Content/FindTaxesAndRates/TaxIncentives/IncentivePrograms.aspx#Energy
**Type:** Main Link
**Summary:** 

### Tax Incentives for Renewable Energy Systems
- **Sector:** ['Residential', 'Commercial']

### New Construction Tax Exemption for Renewable Energy Systems
- **Type:** Tax Credit
- **Financial Details:** $0.50 per watt up to $200,000 or 80% of total project cost
- **Eligibility:** Residential and Commercial
- **Sector:** ['Residential', 'Commercial']

### Energy Storage Tax Credit
- **Type:** Tax Credit
- **Financial Details:** $200 to $500 per kilowatt-hour (kWh)
- **Eligibility:** Residential and Commercial
- **Sector:** ['Residential', 'Commercial']
"
2026-04-18T20:06:24.379692,http://cleanairfleets.org/programs/charge-ahead-colorado,Main Link,"## Regional Air Quality Council
**Source:** http://cleanairfleets.org/programs/charge-ahead-colorado
**Type:** Main Link
**Summary:** 

### Unnamed Program
"
2026-04-18T20:06:33.943432,http://palaugov.org/,Main Link,"## Unknown Utility
**Source:** http://palaugov.org/
**Type:** Main Link
**Summary:** 

### 2026 Palau Taiwan Small Grants Program
- **Type:** grant
- **Financial Details:** FY 2026 ROC Taiwan Palau SGP Guidelines
- **How to Apply:** ROC Palau SGP – APPLICATION (https://www.palaugov.pw/wp-content/uploads/ROC-Palau-SGP-APPLICATION.pdf)
- **Notes:** 2026 Just Say No to Drugs Press Release (https://www.palaugov.pw/wp-content/uploads/2026-Just-Say-No-to-Drugs-Press-Release.pdf)

### Child Raising Subsidy
- **Financial Details:** 2026 Child Raising Subsidy Public Announcement & Application
- **How to Apply:** Application (https://www.palaugov.pw/wp-content/uploads/2026-Child-Raising-Subsidy-Public-Application.pdf)

### Lifeline Subsidy
- **Financial Details:** Lifeline Subsidy Application 2021 (https://www.palaugov.pw/wp-content/uploads/2021/08/Lifeline-Subsidy-Application-2021.pdf)
"
2026-04-18T20:06:49.221339,http://tax.vermont.gov/business-and-corp/corp-and-business-income-taxes/tax-credits,Main Link,"## Vermont Department of Taxes
**Source:** http://tax.vermont.gov/business-and-corp/corp-and-business-income-taxes/tax-credits
**Type:** Main Link
**Summary:** 

### Renter Credit
- **Type:** Grant
- **Eligibility:** Low-income renters, Vermont residents
- **How to Apply:** Application available on website, must submit documentation to support claim
- **Sector:** Residential

### Property Tax Credit
- **Type:** Tax Credit
- **Eligibility:** Vermont property owners meeting income requirements
- **How to Apply:** Application available on website, must submit documentation to support claim
- **Sector:** Residential, Commercial, Industrial

### Child Care Contribution
- **Type:** Tax Credit
- **Eligibility:** Employers contributing to child care fund
- **How to Apply:** Application available on website, must submit documentation to support claim
- **Sector:** Commercial, Industrial

### Health Care Fund Contribution Assessment
- **Type:** Tax Credit
- **Eligibility:** Employers contributing to health care fund
- **How to Apply:** Application available on website, must submit documentation to support claim
- **Sector:** Commercial, Industrial
"
2026-04-18T20:07:03.179211,http://energy.maryland.gov/business/Pages/incentives/PVEVprogram.aspx,Main Link,"## Maryland Energy Administration
**Source:** http://energy.maryland.gov/business/Pages/incentives/PVEVprogram.aspx
**Type:** Main Link
**Summary:** 

### Maryland Weatherization Assistance Program
- **Type:** Weatherization Assistance
- **Eligibility:** Residential, Commercial, Industrial
Must meet income guidelines or be a participant in an existing energy assistance program.
Home must be owner-occupied.
- **How to Apply:** Applications accepted on a first-come, first-served basis. Contact MEA for more information.
- **Sector:** Residential, Commercial, Industrial

### Maryland Energy Assistance Program (MEAP)
- **Type:** Low-Interest Loan
- **Eligibility:** Income guidelines apply. Must be a participant in the MEAP program.
- **How to Apply:** Contact MEA for more information and to apply.
- **Sector:** Residential, Commercial, Industrial

### Maryland Community Solar Program (MCS)
- **Type:** Free Equipment
- **Eligibility:** Applies to non-profit organizations and local governments only.
- **How to Apply:** Contact MEA for more information and to apply.
- **Sector:** Residential, Commercial, Industrial
"
2026-04-18T20:07:13.860987,http://lodielectric.com/909/Residential-Rebates,Main Link,"## Lodi Electric Utility
**Source:** http://lodielectric.com/909/Residential-Rebates
**Type:** Main Link
**Summary:** 

### Appliance/Product Rebate
- **Type:** Rebate
- **Financial Details:** $500, $1,200
- **Eligibility:** Residential customers, must be an active customer
- **How to Apply:** [Submit an online application here.](https://www.directefficiency.com/lodi-electric-residential-rebates/)
- **Sector:** Residential
- **Notes:** Customers using gas water heating are not eligible for Clothes Washer or Dishwasher rebates.

### Home Improvement Rebates:
- **Type:** Rebate
- **Financial Details:** $0-$2,000
- **Eligibility:** Residential customers, must be an active customer
- **How to Apply:** [Submit an online application here.](https://www.directefficiency.com/lodi-electric-residential-rebates/)
- **Sector:** Residential

### Electric Vehicle Rebates
- **Type:** Rebate
- **Eligibility:** Residential customers, must be an active customer
- **How to Apply:** [Information about electric vehicle rebates can be found on our EV page:](https://www.lodi.gov/414/Electric-Vehicles)
- **Sector:** Residential
"
2026-04-18T20:07:26.686551,http://wmgld.com/energy-programs/,Main Link,"## Wakefield Municipal Gas & Light Department
**Source:** http://wmgld.com/energy-programs/
**Type:** Main Link
**Summary:** 

### Rebates
- **Type:** Rebate
- **Sector:** ['Residential']

### Smart Energy Tips
- **Type:** Free Equipment
- **Sector:** ['Residential', 'Commercial']

### Connected Homes
- **Type:** Performance Incentive
- **Sector:** ['Residential', 'Commercial']

### Solar Program
- **Type:** Rebate
- **Financial Details:** $500 to $2,000 rebate
- **Sector:** ['Residential', 'Commercial']

### EV Charger Programs
- **Type:** Rebate
- **Financial Details:** $250 to $1,000 rebate
- **Sector:** ['Residential', 'Commercial']

### No-Cost Home Energy Audit
- **Type:** Free Equipment
- **How to Apply:** Submit request through nextzero.org
- **Sector:** ['Residential']

### Prescriptive Rebate Program
- **Type:** Rebate
- **Financial Details:** $1,000 to $5,000 rebate
- **Sector:** ['Commercial']

### Custom Retrofit Program
- **Type:** Rebate
- **Financial Details:** $5,000 to $20,000 rebate
- **Sector:** ['Commercial']

### Solar Programs (Commercial)
- **Type:** Rebate
- **Financial Details:** $5,000 to $20,000 rebate
- **Sector:** ['Commercial']

### Green Choice
- **Type:** On-Bill Financing
- **Financial Details:** $500 to $2,000 financing
- **Sector:** ['Residential', 'Commercial']
"
2026-04-18T20:07:47.132427,http://longbeach.gov/sustainability/media-library/documents/urban-living/builidings-and-neighborhoods/greenbuildingpolicy/,Main Link,"## Not Found
**Source:** http://longbeach.gov/sustainability/media-library/documents/urban-living/builidings-and-neighborhoods/greenbuildingpolicy/
**Type:** Main Link
**Summary:** 

_No programs found on this page._"
2026-04-18T20:07:50.773291,http://www.anaheim.net/5353/Business-Energy-Rebates,Main Link,"## Anaheim Public Utilities
**Source:** http://www.anaheim.net/5353/Business-Energy-Rebates
**Type:** Main Link
**Summary:** 

### Air Conditioner Incentive
- **Type:** rebate
- **Financial Details:** $200 - $1,000 rebate per unit
- **Eligibility:** residential customers only
- **How to Apply:** apply online or through mail-in form
- **Sector:** Residential

### Air Purifier Rebate
- **Type:** rebate
- **Financial Details:** $100 rebate per unit
- **Eligibility:** residential customers only
- **How to Apply:** apply online or through mail-in form
- **Sector:** Residential

### Customized Energy Incentives
- **Type:** rebate
- **Financial Details:** $1,000 - $5,000 rebate per project
- **Eligibility:** commercial and industrial customers only
- **How to Apply:** apply through contractor submission
- **Sector:** Commercial, Industrial

### EV Charger Rebate
- **Type:** rebate
- **Financial Details:** $300 - $1,500 rebate per unit
- **Eligibility:** residential and commercial customers only
- **How to Apply:** apply online or through mail-in form
- **Sector:** Residential, Commercial

### Energy & Water Incentives for Multi-family Housing
- **Type:** rebate
- **Financial Details:** $500 - $5,000 rebate per unit
- **Eligibility:** multi-family housing only
- **How to Apply:** apply through mail-in form
- **Sector:** Agricultural

### Heat Pump Incentives Program
- **Type:** rebate
- **Financial Details:** $500 - $2,000 rebate per unit
- **Eligibility:** residential and commercial customers only
- **How to Apply:** apply online or through mail-in form
- **Sector:** Residential, Commercial

### Lighting Incentives Program
- **Type:** rebate
- **Financial Details:** $100 - $1,000 rebate per unit
- **Eligibility:** residential and commercial customers only
- **How to Apply:** apply online or through mail-in form
- **Sector:** Residential, Commercial

### Motor Incentive Program
- **Type:** rebate
- **Financial Details:** $500 - $2,000 rebate per unit
- **Eligibility:** industrial customers only
- **How to Apply:** apply through contractor submission
- **Sector:** Industrial

### TreePower Program
- **Type:** rebate
- **Financial Details:** $500 - $2,000 rebate per unit
- **Eligibility:** residential and commercial customers only
- **How to Apply:** apply online or through mail-in form
- **Sector:** Residential, Commercial

### Uninterruptible Power Supply Rebate
- **Type:** rebate
- **Financial Details:** $500 - $2,000 rebate per unit
- **Eligibility:** commercial and industrial customers only
- **How to Apply:** apply through contractor submission
- **Sector:** Commercial, Industrial
"
2026-04-18T20:08:12.892751,http://www.aacounty.org/Finance/Forms.cfm,Main Link,"## Unknown Utility
**Source:** http://www.aacounty.org/Finance/Forms.cfm
**Type:** Main Link
**Summary:** 

### Unnamed Program
"
2026-04-18T20:08:18.580134,http://energy.mo.gov/energy,Main Link,"## Missouri Department of Natural Resources
**Source:** http://energy.mo.gov/energy
**Type:** Main Link
**Summary:** 

### Volkswagen Trust Funds
- **Type:** Rebate, Grant
- **Financial Details:** vehicle/engine replacement program to reduce nitrogen dioxide emissions (no explicit financial details)
- **Sector:** Residential, Commercial, Industrial

### Gateway Vehicle Inspection Program
- **Type:** Free Equipment
- **Sector:** Commercial
"
